2026-04-18 11:59:21,977 | INFO | temu_sale_main | 程序开始启动
2026-04-18 12:00:11,526 | INFO | temu_sale_main | 正在爬取第13页的数据
2026-04-18 12:00:13,575 | INFO | temu_sale_main | 📊 第13页获取到500条数据
2026-04-18 12:00:13,580 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:15,591 | INFO | temu_sale_main | 正在爬取第14页的数据
2026-04-18 12:00:17,493 | INFO | temu_sale_main | 📊 第14页获取到500条数据
2026-04-18 12:00:17,496 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:19,500 | INFO | temu_sale_main | 正在爬取第15页的数据
2026-04-18 12:00:21,511 | INFO | temu_sale_main | 📊 第15页获取到500条数据
2026-04-18 12:00:21,514 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:23,521 | INFO | temu_sale_main | 正在爬取第16页的数据
2026-04-18 12:00:25,590 | INFO | temu_sale_main | 📊 第16页获取到371条数据
2026-04-18 12:00:25,594 | INFO | temu_sale_main | 已保存到文件: D:\sd14\JST_horizon\data/sale/temu_sale_20260418.csv
2026-04-18 12:00:25,595 | INFO | temu_sale_main | ✅ 第16页为最后一页，共获取7871条
2026-04-18 12:00:25,597 | INFO | temu_sale_main | ---------------------------------开始匹配sku数据-----------------------------------
2026-04-18 12:00:26,308 | INFO | temu_sale_main | ---------------------------------开始上传数据-----------------------------------
2026-04-18 12:00:26,311 | INFO | temu_sale_main | 准备上传 430 条记录...
2026-04-18 12:00:53,911 | INFO | temu_sale_main | 
上传统计:
2026-04-18 12:00:53,911 | INFO | temu_sale_main | 总记录数: 430
2026-04-18 12:00:53,912 | INFO | temu_sale_main | 成功数量: 430
2026-04-18 12:00:53,912 | INFO | temu_sale_main | 失败数量: 0
2026-04-18 12:00:53,912 | INFO | temu_sale_main | 成功批次: 9
2026-04-18 12:00:53,912 | INFO | temu_sale_main | 失败批次: 0
2026-04-18 12:00:53,912 | INFO | temu_sale_main | 数据上传成功
2026-04-18 12:00:56,924 | INFO | temu_sale_main | ⏱️  总耗时: 94.95 秒
