2026-01-24 11:58:35,723 | INFO | temu_site | 开始清除昨天报表的数据
2026-01-24 12:05:31,730 | INFO | temu_site | 店铺---1101-Temu全托管---没有违规数据
2026-01-24 12:05:31,731 | INFO | temu_site | 店铺---1101-Temu全托管---没有违规数据，跳过
2026-01-24 12:05:31,732 | INFO | temu_site | 正在爬取店铺---2101-Temu全托管KA---skc_sku_violate数据
2026-01-24 12:05:32,862 | ERROR | temu_site | [2101-Temu全托管KA] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:06:03,009 | INFO | temu_site | 正在爬取店铺---2101-Temu全托管KA---sku_site_status数据
2026-01-24 12:06:04,325 | INFO | temu_site | 正在爬取店铺---2101-Temu全托管KA---sku_site_exception数据
2026-01-24 12:06:08,722 | ERROR | temu_site | 处理店铺 2101-Temu全托管KA 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:06:08,723 | INFO | temu_site | 正在爬取店铺---110-Temu全托管KA---skc_sku_violate数据
2026-01-24 12:06:10,740 | INFO | temu_site | 店铺---110-Temu全托管KA---没有违规数据
2026-01-24 12:06:10,741 | INFO | temu_site | 店铺---110-Temu全托管KA---没有违规数据，跳过
2026-01-24 12:06:10,741 | INFO | temu_site | 正在爬取店铺---109-Temu全托管KA---skc_sku_violate数据
2026-01-24 12:06:12,016 | ERROR | temu_site | [109-Temu全托管KA] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:06:36,961 | INFO | temu_site | 店铺---109-Temu全托管KA---没有违规数据
2026-01-24 12:06:36,964 | INFO | temu_site | 店铺---109-Temu全托管KA---没有违规数据，跳过
2026-01-24 12:06:36,966 | INFO | temu_site | 正在爬取店铺---108-Temu全托管---skc_sku_violate数据
2026-01-24 12:06:38,102 | ERROR | temu_site | [108-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:07:03,152 | INFO | temu_site | 店铺---108-Temu全托管---没有违规数据
2026-01-24 12:07:03,155 | INFO | temu_site | 店铺---108-Temu全托管---没有违规数据，跳过
2026-01-24 12:07:03,157 | INFO | temu_site | 正在爬取店铺---107-Temu全托管---skc_sku_violate数据
2026-01-24 12:07:04,283 | ERROR | temu_site | [107-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:07:23,852 | INFO | temu_site | 店铺---107-Temu全托管---没有违规数据
2026-01-24 12:07:23,854 | INFO | temu_site | 店铺---107-Temu全托管---没有违规数据，跳过
2026-01-24 12:07:23,855 | INFO | temu_site | 正在爬取店铺---106-Temu全托管---skc_sku_violate数据
2026-01-24 12:07:25,732 | INFO | temu_site | 正在爬取店铺---106-Temu全托管---sku_site_status数据
2026-01-24 12:07:33,706 | INFO | temu_site | 正在爬取店铺---106-Temu全托管---sku_site_exception数据
2026-01-24 12:07:35,175 | ERROR | temu_site | 处理店铺 106-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:07:35,176 | INFO | temu_site | 正在爬取店铺---105-Temu全托管---skc_sku_violate数据
2026-01-24 12:07:36,283 | ERROR | temu_site | [105-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:07:58,467 | INFO | temu_site | 店铺---105-Temu全托管---没有违规数据
2026-01-24 12:07:58,469 | INFO | temu_site | 店铺---105-Temu全托管---没有违规数据，跳过
2026-01-24 12:07:58,470 | INFO | temu_site | 正在爬取店铺---104-Temu全托管---skc_sku_violate数据
2026-01-24 12:07:59,585 | ERROR | temu_site | [104-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:08:22,654 | INFO | temu_site | 正在爬取店铺---104-Temu全托管---sku_site_status数据
2026-01-24 12:08:23,830 | INFO | temu_site | 正在爬取店铺---104-Temu全托管---sku_site_exception数据
2026-01-24 12:08:25,049 | ERROR | temu_site | 处理店铺 104-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:08:25,050 | INFO | temu_site | 正在爬取店铺---103-Temu全托管---skc_sku_violate数据
2026-01-24 12:08:26,160 | ERROR | temu_site | [103-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:09:02,834 | INFO | temu_site | 正在爬取店铺---103-Temu全托管---sku_site_status数据
2026-01-24 12:09:04,005 | INFO | temu_site | 正在爬取店铺---103-Temu全托管---sku_site_exception数据
2026-01-24 12:09:05,244 | ERROR | temu_site | 处理店铺 103-Temu全托管 时出错: 'NoneType' object has no attribute 'empty'
2026-01-24 12:09:05,245 | INFO | temu_site | 正在爬取店铺---102-Temu全托管---skc_sku_violate数据
2026-01-24 12:09:09,423 | ERROR | temu_site | [102-Temu全托管] 请求失败（第 1 次）: 403 Client Error: Forbidden for url: https://agentseller.temu.com/api/kiana/mms/robin/searchForChainSupplier
2026-01-24 12:09:38,754 | INFO | temu_site | 店铺---102-Temu全托管---没有违规数据
2026-01-24 12:09:38,755 | INFO | temu_site | 店铺---102-Temu全托管---没有违规数据，跳过
2026-01-24 12:09:38,756 | INFO | temu_site | 正在爬取店铺---101-Temu全托管---skc_sku_violate数据
2026-01-24 12:09:39,939 | INFO | temu_site | 店铺---101-Temu全托管---没有违规数据
2026-01-24 12:09:39,939 | INFO | temu_site | 店铺---101-Temu全托管---没有违规数据，跳过
2026-01-24 12:09:40,076 | INFO | temu_site | 准备上传 485 条记录...
2026-01-24 12:09:56,036 | INFO | temu_site | 
上传统计:
2026-01-24 12:09:56,036 | INFO | temu_site | 总批次: 10
2026-01-24 12:09:56,036 | INFO | temu_site | 成功批次: 10
2026-01-24 12:09:56,036 | INFO | temu_site | 失败批次: 0
2026-01-24 12:09:56,126 | INFO | temu_site | 准备上传 387 条记录...
2026-01-24 12:10:09,168 | INFO | temu_site | 
上传统计:
2026-01-24 12:10:09,168 | INFO | temu_site | 总批次: 8
2026-01-24 12:10:09,168 | INFO | temu_site | 成功批次: 8
2026-01-24 12:10:09,168 | INFO | temu_site | 失败批次: 0
2026-01-24 12:10:09,168 | INFO | temu_site | 🎯 全流程完成，总耗时：11分33秒
2026-01-24 14:24:58,180 | INFO | temu_site | 开始清除昨天报表的数据
2026-01-24 14:24:58,629 | INFO | temu_site | 
 删除所有记录
